X ; Y ; Vx ; Vy ;
0.300185 ; 0.940305 ; 0.281171 ; -0.112042 ;
0.988013 ; 0.815475 ; 0.200546 ; -0.084742 ;
0.091538 ; 0.108139 ; -0.059261 ; -0.209495 ;
0.941517 ; 0.593554 ; -0.099765 ; -0.193512 ;
0.468927 ; 0.898631 ; -0.060098 ; -0.209256 ;
0.806470 ; 0.050877 ; -0.201549 ; -0.150460 ;
0.599961 ; 0.203522 ; 0.202686 ; 0.079489 ;
0.178325 ; 0.076843 ; 0.075513 ; -0.204200 ;
0.847660 ; 0.147744 ; -0.073653 ; 0.204879 ;
0.073797 ; 0.098651 ; 0.169079 ; 0.137158 ;
0.028309 ; 0.595647 ; -0.207656 ; -0.065414 ;
0.315161 ; 0.887835 ; -0.021415 ; -0.216660 ;
0.366207 ; 0.281635 ; 0.056045 ; -0.210378 ;
0.463156 ; 0.015965 ; 0.084397 ; 0.123480 ;
0.062410 ; 0.561705 ; -0.002598 ; 0.217700 ;
0.139812 ; 0.901402 ; -0.104509 ; -0.190992 ;
0.276453 ; 0.786735 ; 0.038610 ; -0.214264 ;
0.367393 ; 0.524729 ; -0.052098 ; 0.211390 ;
0.892414 ; 0.321555 ; -0.002771 ; 0.217698 ;
0.478678 ; 0.721860 ; 0.031474 ; 0.215428 ;
0.766553 ; 0.154198 ; 0.006372 ; -0.217622 ;
0.387281 ; 0.140419 ; 0.214114 ; -0.039435 ;
0.208815 ; 0.169299 ; 0.183085 ; -0.117813 ;
0.885567 ; 0.802436 ; -0.087739 ; -0.199253 ;
0.131312 ; 0.012565 ; -0.084403 ; 0.200689 ;
0.776700 ; 0.294266 ; -0.181809 ; -0.119772 ;
0.076772 ; 0.598386 ; -0.182301 ; -0.119022 ;
0.801624 ; 0.583394 ; -0.037481 ; 0.214465 ;
0.150545 ; 0.246096 ; -0.181358 ; 0.120455 ;
0.482248 ; 0.457125 ; 0.008498 ; -0.217549 ;
0.201251 ; 0.421311 ; -0.080005 ; -0.202483 ;
0.444359 ; 0.598617 ; 0.036218 ; -0.214682 ;
0.951243 ; 0.128413 ; 0.136149 ; 0.169892 ;
0.484828 ; 0.266881 ; 0.074756 ; -0.204479 ;
0.117238 ; 0.900868 ; 0.053746 ; 0.210977 ;
0.108202 ; 0.619356 ; 0.124309 ; -0.178738 ;
0.261312 ; 0.439653 ; 0.187364 ; -0.110882 ;
0.779842 ; 0.652541 ; -0.202633 ; 0.079624 ;
0.217048 ; 0.866350 ; -0.093958 ; -0.196397 ;
0.087630 ; 0.765428 ; 0.020530 ; 0.024493 ;
0.509783 ; 0.598482 ; 0.204121 ; 0.075727 ;
0.089938 ; 0.956205 ; 0.155099 ; -0.152788 ;
0.940608 ; 0.851735 ; -0.176243 ; -0.238021 ;
0.211324 ; 0.634896 ; 0.012232 ; -0.217372 ;
0.264019 ; 0.779305 ; -0.138820 ; 0.167717 ;
0.675593 ; 0.065546 ; 0.113625 ; -0.185713 ;
0.784528 ; 0.209737 ; 0.199603 ; -0.086941 ;
0.153361 ; 0.433419 ; -0.120203 ; 0.181525 ;
0.376269 ; 0.042877 ; -0.145279 ; 0.162155 ;
0.223096 ; 0.531610 ; -0.054198 ; -0.210862 ;
0.512566 ; 0.239911 ; 0.032909 ; 0.215214 ;
0.817914 ; 0.088309 ; 0.006106 ; -0.217630 ;
0.425290 ; 0.460353 ; -0.002731 ; 0.217698 ;
0.775320 ; 0.697287 ; 0.197477 ; -0.091668 ;
0.644300 ; 0.312806 ; -0.215975 ; 0.027477 ;
0.256991 ; 0.388229 ; -0.164348 ; 0.185280 ;
0.920626 ; 0.236613 ; -0.074689 ; 0.204503 ;
0.982959 ; 0.820731 ; -0.217529 ; 0.008999 ;
0.599433 ; 0.999362 ; -0.080044 ; -0.202467 ;
0.234574 ; 0.096239 ; 0.063939 ; 0.208115 ;
0.466766 ; 0.836784 ; -0.193091 ; 0.100577 ;
0.188805 ; 0.201541 ; 0.173650 ; 0.131323 ;
0.067081 ; 0.193512 ; 0.051235 ; 0.211601 ;
0.699804 ; 0.077112 ; -0.147697 ; 0.159955 ;
0.670935 ; 0.111309 ; 0.178328 ; 0.124897 ;
0.673968 ; 0.305287 ; 0.014345 ; 0.217242 ;
0.781270 ; 0.230015 ; 0.075021 ; -0.204381 ;
0.614840 ; 0.426838 ; 0.157358 ; -0.150461 ;
0.325312 ; 0.419028 ; -0.209140 ; 0.114843 ;
0.951010 ; 0.887357 ; 0.180414 ; -0.121864 ;
0.144327 ; 0.023915 ; 0.011807 ; -0.217395 ;
0.470125 ; 0.597123 ; 0.079593 ; 0.202645 ;
0.042059 ; 0.755764 ; 0.172029 ; 0.133439 ;
0.036885 ; 0.123536 ; 0.133372 ; 0.172081 ;
0.027199 ; 0.183896 ; -0.157930 ; 0.149861 ;
0.082366 ; 0.512317 ; -0.163856 ; 0.143357 ;
0.145828 ; 0.874488 ; -0.067792 ; 0.206892 ;
0.637609 ; 0.724888 ; -0.065719 ; 0.207560 ;
0.569644 ; 0.138278 ; 0.213968 ; 0.040221 ;
0.490469 ; 0.703992 ; 0.162102 ; -0.145337 ;
0.081261 ; 0.414107 ; 0.131472 ; 0.173537 ;
0.908503 ; 0.070440 ; 0.080536 ; -0.202272 ;
0.422082 ; 0.267460 ; 0.102715 ; 0.191963 ;
0.102773 ; 0.434315 ; -0.029999 ; 0.215639 ;
0.284929 ; 0.023622 ; -0.172893 ; 0.132318 ;
0.126112 ; 0.334730 ; 0.036178 ; 0.214688 ;
0.428804 ; 0.020664 ; 0.130953 ; 0.173929 ;
0.370155 ; 0.813279 ; 0.105479 ; 0.190458 ;
0.415735 ; 0.486923 ; 0.077613 ; 0.203412 ;
0.288884 ; 0.600376 ; -0.189557 ; 0.107090 ;
0.987522 ; 0.045825 ; -0.207297 ; 0.066543 ;
0.244976 ; 0.932624 ; 0.135937 ; -0.170062 ;
0.623013 ; 0.845533 ; -0.139658 ; -0.167020 ;
0.388517 ; 0.996949 ; -0.205609 ; 0.071588 ;
0.955304 ; 0.313948 ; -0.097200 ; 0.194813 ;
0.404623 ; 0.989403 ; -0.071035 ; -0.205801 ;
0.218162 ; 0.530809 ; -0.172733 ; 0.132526 ;
0.078606 ; 0.817338 ; 0.162209 ; -0.145218 ;
0.126313 ; 0.241010 ; -0.179125 ; 0.123751 ;
0.942368 ; 0.407577 ; -0.075460 ; 0.204220 ;
0.253433 ; 0.476574 ; -0.035580 ; -0.214788 ;
0.873839 ; 0.647152 ; 0.015978 ; -0.253734 ;
0.295106 ; 0.817531 ; -0.099193 ; 0.193806 ;
0.952739 ; 0.960571 ; 0.100841 ; -0.192953 ;
0.374283 ; 0.259521 ; -0.135937 ; 0.170062 ;
0.441075 ; 0.487757 ; -0.188680 ; -0.108628 ;
0.163375 ; 0.728437 ; 0.021056 ; -0.216695 ;
0.081695 ; 0.908494 ; -0.189078 ; 0.107932 ;
0.349998 ; 0.208239 ; -0.180308 ; 0.101964 ;
0.183443 ; 0.879256 ; -0.064869 ; -0.207827 ;
0.454487 ; 0.486621 ; -0.143206 ; 0.163988 ;
0.601856 ; 0.107445 ; -0.203310 ; 0.077877 ;
0.478748 ; 0.542136 ; 0.032006 ; 0.215350 ;
0.087614 ; 0.030501 ; 0.059527 ; -0.209420 ;
0.407697 ; 0.543770 ; 0.022970 ; -0.216500 ;
0.462267 ; 0.146439 ; -0.151671 ; 0.156192 ;
0.607123 ; 0.486744 ; -0.034624 ; 0.214945 ;
0.129537 ; 0.941264 ; -0.126914 ; 0.176898 ;
0.491429 ; 0.432159 ; 0.169278 ; -0.136912 ;
0.432854 ; 0.464987 ; -0.052550 ; -0.211278 ;
0.336563 ; 0.404163 ; -0.028949 ; 0.215782 ;
0.618028 ; 0.522753 ; 0.044989 ; -0.213016 ;
0.750057 ; 0.876939 ; 0.123126 ; 0.179555 ;
0.084061 ; 0.485280 ; 0.103645 ; -0.191462 ;
0.024049 ; 0.914446 ; 0.012990 ; -0.217328 ;
0.111740 ; 0.735622 ; -0.115499 ; 0.184554 ;
0.798377 ; 0.924476 ; 0.161850 ; 0.145618 ;
0.011263 ; 0.729600 ; 0.191364 ; -0.103826 ;
0.931434 ; 0.026265 ; -0.012099 ; -0.217379 ;
0.234852 ; 0.697324 ; -0.209649 ; -0.058713 ;
0.040884 ; 0.070214 ; -0.021534 ; -0.216648 ;
0.001808 ; 0.949680 ; -0.213543 ; 0.042420 ;
0.384365 ; 0.255635 ; -0.002505 ; 0.217701 ;
0.303080 ; 0.823732 ; 0.216533 ; 0.022662 ;
0.770494 ; 0.384952 ; -0.175192 ; 0.129259 ;
0.259826 ; 0.249611 ; 0.180255 ; -0.122100 ;
0.344415 ; 0.750244 ; 0.185145 ; 0.114549 ;
0.332909 ; 0.942619 ; 0.202739 ; 0.079353 ;
0.342682 ; 0.630683 ; -0.087313 ; 0.199440 ;
0.361413 ; 0.214498 ; -0.138276 ; -0.168166 ;
0.468512 ; 0.421594 ; 0.137146 ; -0.169089 ;
0.917849 ; 0.423949 ; -0.176361 ; 0.127659 ;
0.367453 ; 0.394228 ; -0.184746 ; -0.115191 ;
0.489844 ; 0.031240 ; 0.015023 ; -0.217196 ;
0.409994 ; 0.066126 ; 0.025800 ; -0.216181 ;
0.400701 ; 0.302522 ; 0.025680 ; -0.216196 ;
0.428822 ; 0.211862 ; 0.045401 ; -0.212929 ;
0.390833 ; 0.617127 ; 0.001708 ; 0.217709 ;
0.069614 ; 0.488285 ; 0.010624 ; -0.217456 ;
0.428278 ; 0.407467 ; 0.181242 ; -0.181024 ;
0.950097 ; 0.690132 ; 0.150740 ; -0.157090 ;
0.697663 ; 0.738379 ; -0.189849 ; 0.106571 ;
0.063971 ; 0.627641 ; 0.075114 ; -0.204347 ;
0.655783 ; 0.481607 ; 0.193543 ; 0.099705 ;
0.156565 ; 0.633293 ; -0.143352 ; 0.163860 ;
0.808280 ; 0.143877 ; -0.107751 ; -0.189181 ;
0.887847 ; 0.684734 ; -0.136588 ; 0.169540 ;
0.769505 ; 0.306303 ; 0.151418 ; -0.156437 ;
0.591054 ; 0.165591 ; 0.209251 ; 0.060118 ;
0.320466 ; 0.687558 ; 0.129199 ; 0.175236 ;
0.165620 ; 0.240745 ; -0.176653 ; -0.127254 ;
0.086052 ; 0.833900 ; -0.087486 ; -0.199364 ;
0.347445 ; 0.862551 ; -0.071327 ; 0.205700 ;
0.053368 ; 0.445057 ; 0.103712 ; -0.191426 ;
0.308464 ; 0.392618 ; 0.172295 ; -0.133096 ;
0.099758 ; 0.304941 ; 0.155365 ; -0.152518 ;
0.379536 ; 0.867516 ; 0.035527 ; -0.214797 ;
0.944171 ; 0.853566 ; -0.021307 ; -0.081426 ;
0.288447 ; 0.868110 ; -0.137040 ; -0.169175 ;
0.236211 ; 0.377057 ; 0.144149 ; 0.163159 ;
0.563343 ; 0.026843 ; 0.204174 ; -0.075584 ;
0.323665 ; 0.822424 ; -0.086290 ; -0.199885 ;
0.087993 ; 0.157115 ; -0.096363 ; 0.195229 ;
0.423361 ; 0.246355 ; 0.178115 ; 0.125200 ;
0.238379 ; 0.004678 ; -0.094330 ; 0.196219 ;
0.457689 ; 0.868579 ; -0.128615 ; -0.175665 ;
0.214909 ; 0.630567 ; 0.146847 ; 0.160736 ;
0.842341 ; 0.778305 ; 0.121864 ; 0.180414 ;
0.449703 ; 0.411073 ; -0.013694 ; -0.217284 ;
0.039266 ; 0.235209 ; -0.080177 ; -0.202414 ;
0.846452 ; 0.672976 ; -0.003116 ; 0.217693 ;
0.043347 ; 0.626322 ; 0.113040 ; -0.186070 ;
0.344656 ; 0.935440 ; -0.108363 ; 0.188832 ;
0.270641 ; 0.021263 ; 0.054211 ; 0.210858 ;
0.873252 ; 0.800489 ; -0.011634 ; -0.217404 ;
0.122644 ; 0.365065 ; -0.036458 ; 0.214641 ;
0.055739 ; 0.456103 ; 0.115871 ; 0.184320 ;
0.716635 ; 0.299003 ; -0.137664 ; -0.168667 ;
0.823353 ; 0.793575 ; -0.118941 ; -0.182354 ;
0.233343 ; 0.602040 ; -0.132867 ; -0.172471 ;
0.381027 ; 0.178701 ; -0.138701 ; 0.167816 ;
0.970966 ; 0.252506 ; 0.103100 ; 0.191756 ;
0.409235 ; 0.813932 ; -0.196932 ; 0.092832 ;
0.157404 ; 0.119560 ; -0.199297 ; 0.087639 ;
0.261573 ; 0.753867 ; -0.076789 ; -0.203724 ;
0.275259 ; 0.285248 ; -0.069427 ; -0.206349 ;
0.364379 ; 0.531309 ; 0.087393 ; -0.199405 ;
0.709067 ; 0.983624 ; -0.203576 ; -0.077180 ;
0.241791 ; 0.407646 ; -0.086157 ; -0.199942 ;
0.015749 ; 0.162933 ; 0.214207 ; 0.038927 ;
0.598531 ; 0.256080 ; -0.197583 ; 0.091438 ;
0.859600 ; 0.681143 ; 0.213902 ; -0.040572 ;
0.886406 ; 0.061178 ; -0.159086 ; 0.148633 ;
0.120529 ; 0.123374 ; -0.107964 ; 0.189060 ;
0.301228 ; 0.052620 ; 0.072098 ; 0.205431 ;
0.703460 ; 0.238166 ; -0.164906 ; 0.142148 ;
0.031511 ; 0.454705 ; -0.055673 ; -0.210477 ;
0.717258 ; 0.009837 ; 0.161823 ; 0.145648 ;
0.232189 ; 0.872628 ; -0.006266 ; 0.217625 ;
0.851892 ; 0.344838 ; 0.055514 ; -0.210519 ;
0.435982 ; 0.283338 ; 0.097426 ; 0.194700 ;
0.311064 ; 0.393961 ; -0.036697 ; -0.214600 ;
0.454265 ; 0.677542 ; -0.041813 ; 0.213663 ;
0.256652 ; 0.487005 ; -0.069041 ; -0.206478 ;
0.066478 ; 0.305370 ; 0.079154 ; -0.202817 ;
0.349975 ; 0.703621 ; 0.169318 ; -0.136863 ;
0.295647 ; 0.563128 ; 0.180255 ; 0.122100 ;
0.471586 ; 0.063978 ; -0.066676 ; 0.207254 ;
0.284391 ; 0.484751 ; -0.153783 ; -0.154112 ;
0.098583 ; 0.342343 ; -0.060949 ; 0.209010 ;
0.267345 ; 0.885922 ; 0.099978 ; 0.193402 ;
0.187253 ; 0.513594 ; 0.045427 ; 0.212923 ;
0.121894 ; 0.102708 ; -0.194819 ; -0.097188 ;
0.817644 ; 0.815945 ; 0.038212 ; 0.214336 ;
0.286452 ; 0.384440 ; -0.038916 ; -0.214209 ;
0.227981 ; 0.441964 ; 0.033255 ; -0.215161 ;
0.498887 ; 0.889249 ; 0.213835 ; 0.040921 ;
0.072152 ; 0.860272 ; 0.063088 ; -0.208374 ;
0.143372 ; 0.312181 ; 0.212254 ; -0.048460 ;
0.096777 ; 0.749132 ; 0.153504 ; -0.154390 ;
0.188610 ; 0.146025 ; 0.146913 ; 0.160675 ;
0.585173 ; 0.567451 ; 0.019063 ; -0.216879 ;
0.931721 ; 0.552723 ; 0.037534 ; 0.214456 ;
0.881702 ; 0.747670 ; 0.119406 ; 0.182050 ;
0.043828 ; 0.870965 ; -0.057979 ; -0.216977 ;
0.810540 ; 0.505502 ; 0.157318 ; 0.150502 ;
0.891702 ; 0.748874 ; -0.194341 ; -0.098141 ;
0.273336 ; 0.289809 ; -0.191630 ; 0.103335 ;
0.462492 ; 0.889236 ; 0.182952 ; 0.118019 ;
0.342858 ; 0.842842 ; -0.059381 ; -0.209461 ;
0.053027 ; 0.433763 ; 0.035926 ; 0.214731 ;
0.192473 ; 0.897677 ; -0.030491 ; 0.215570 ;
0.351907 ; 0.966476 ; 0.195058 ; 0.096707 ;
0.716441 ; 0.482875 ; 0.057281 ; -0.210045 ;
0.505569 ; 0.143901 ; -0.071473 ; 0.205649 ;
0.095005 ; 0.880457 ; -0.116841 ; -0.183707 ;
0.707167 ; 0.944020 ; 0.094144 ; -0.196308 ;
0.238653 ; 0.178201 ; 0.080656 ; -0.202224 ;
0.957601 ; 0.554159 ; -0.186062 ; 0.113053 ;
0.803456 ; 0.468444 ; -0.189703 ; -0.106831 ;
0.060754 ; 0.862077 ; 0.170315 ; -0.135621 ;
0.027541 ; 0.661034 ; 0.047580 ; -0.212453 ;
0.699459 ; 0.598012 ; 0.118728 ; -0.182493 ;
0.271886 ; 0.928037 ; -0.041733 ; -0.213678 ;
0.484450 ; 0.080482 ; -0.019984 ; 0.128942 ;
0.242339 ; 0.768254 ; -0.140309 ; 0.166474 ;
0.136233 ; 0.595747 ; 0.198674 ; 0.035918 ;
0.072959 ; 0.694479 ; -0.117864 ; -0.183052 ;
0.272350 ; 0.406837 ; 0.181411 ; 0.120375 ;
0.344908 ; 0.561949 ; -0.009030 ; 0.217528 ;
0.967705 ; 0.375375 ; 0.145451 ; 0.162000 ;
0.702497 ; 0.492615 ; 0.063128 ; -0.208362 ;
0.183000 ; 0.220065 ; 0.115618 ; -0.184479 ;
0.206146 ; 0.459416 ; 0.018159 ; -0.216957 ;
0.377915 ; 0.398472 ; 0.166886 ; 0.139818 ;
0.046750 ; 0.465358 ; 0.003568 ; 0.217686 ;
0.047626 ; 0.599812 ; -0.101120 ; -0.192807 ;
0.658089 ; 0.360626 ; 0.199244 ; 0.087760 ;
0.113534 ; 0.887955 ; 0.009229 ; -0.217520 ;
0.931528 ; 0.292111 ; -0.194633 ; 0.097560 ;
0.988609 ; 0.444734 ; 0.002425 ; -0.217702 ;
0.628891 ; 0.761272 ; 0.003794 ; -0.217682 ;
0.016119 ; 0.954659 ; -0.127990 ; 0.176121 ;
0.498540 ; 0.322325 ; 0.006731 ; -0.217611 ;
0.161813 ; 0.602032 ; 0.095499 ; -0.195652 ;
0.333094 ; 0.893624 ; 0.126927 ; 0.176888 ;
0.408438 ; 0.712779 ; -0.058052 ; 0.209833 ;
0.086194 ; 0.697094 ; 0.112522 ; -0.186383 ;
0.422342 ; 0.991825 ; 0.266186 ; 0.074560 ;
0.090102 ; 0.835181 ; 0.148800 ; -0.158929 ;
0.078692 ; 0.414564 ; -0.113514 ; 0.019837 ;
0.441290 ; 0.470839 ; 0.172800 ; -0.132440 ;
0.096509 ; 0.727282 ; 0.033574 ; -0.215111 ;
0.593878 ; 0.650541 ; 0.113067 ; 0.186053 ;
0.499143 ; 0.573711 ; -0.028684 ; -0.215818 ;
0.266269 ; 0.740637 ; 0.183989 ; 0.116397 ;
0.856262 ; 0.251619 ; -0.166355 ; 0.140450 ;
0.389422 ; 0.499246 ; -0.071872 ; -0.205510 ;
0.298909 ; 0.087863 ; 0.077174 ; 0.203578 ;
0.221387 ; 0.766591 ; -0.074317 ; -0.204639 ;
0.297582 ; 0.447798 ; 0.077653 ; 0.203396 ;
0.496959 ; 0.778347 ; 0.074822 ; 0.204455 ;
0.226386 ; 0.359571 ; -0.078995 ; -0.202879 ;
0.396975 ; 0.104898 ; 0.103645 ; -0.191462 ;
0.190559 ; 0.773546 ; 0.071673 ; -0.205580 ;
0.816704 ; 0.229916 ; 0.136654 ; 0.169486 ;
0.747956 ; 0.434239 ; -0.210951 ; -0.053847 ;
0.025045 ; 0.725376 ; 0.009256 ; 0.217519 ;
0.840547 ; 0.386404 ; 0.070749 ; -0.163234 ;
0.044142 ; 0.079948 ; -0.057015 ; 0.210117 ;
0.392494 ; 0.110473 ; -0.154049 ; -0.153847 ;
0.205586 ; 0.135996 ; -0.031036 ; 0.215492 ;
0.093794 ; 0.266075 ; 0.089918 ; 0.198279 ;
0.849326 ; 0.154923 ; -0.158926 ; -0.148803 ;
0.462682 ; 0.074977 ; -0.028577 ; -0.215832 ;
0.741666 ; 0.514527 ; -0.125399 ; 0.177975 ;
0.662403 ; 0.332108 ; 0.050490 ; -0.211780 ;
0.387572 ; 0.014592 ; 0.097413 ; 0.194707 ;
0.522864 ; 0.024725 ; 0.032444 ; 0.215284 ;
0.005372 ; 0.828716 ; -0.108961 ; 0.188488 ;
0.235580 ; 0.586404 ; 0.178062 ; -0.125275 ;
0.055142 ; 0.064648 ; -0.136508 ; -0.169604 ;
0.183211 ; 0.786188 ; 0.155378 ; -0.152505 ;
0.364993 ; 0.960931 ; -0.142621 ; -0.164497 ;
0.358558 ; 0.222683 ; 0.123180 ; 0.179518 ;
0.309365 ; 0.696629 ; 0.060656 ; -0.209095 ;
0.306292 ; 0.452853 ; 0.127233 ; -0.176669 ;
0.891216 ; 0.839057 ; -0.005415 ; 0.217648 ;
0.845779 ; 0.756473 ; -0.013747 ; 0.217281 ;
0.504000 ; 0.402738 ; 0.168707 ; 0.137616 ;
0.364037 ; 0.499827 ; 0.103300 ; 0.191649 ;
0.449747 ; 0.550226 ; -0.128655 ; 0.175636 ;
0.579903 ; 0.152321 ; 0.154315 ; 0.153580 ;
0.858738 ; 0.901101 ; -0.195656 ; 0.095492 ;
0.461625 ; 0.909555 ; 0.008379 ; 0.217554 ;
0.010110 ; 0.476262 ; -0.017534 ; -0.217008 ;
0.175578 ; 0.947128 ; -0.168600 ; 0.137746 ;
0.601555 ; 0.266191 ; -0.135737 ; -0.170221 ;
0.295632 ; 0.301362 ; -0.191072 ; -0.104363 ;
0.402422 ; 0.418162 ; -0.156109 ; 0.151756 ;
0.374942 ; 0.373424 ; -0.076696 ; -0.203759 ;
0.908907 ; 0.052930 ; 0.184587 ; 0.115446 ;
0.373681 ; 0.056903 ; -0.214739 ; 0.035879 ;
0.020172 ; 0.710964 ; 0.009407 ; 0.037392 ;
0.948620 ; 0.490185 ; -0.173717 ; 0.131235 ;
0.075179 ; 0.414686 ; -0.279114 ; -0.060137 ;
0.231365 ; 0.438867 ; -0.067247 ; 0.207070 ;
0.337859 ; 0.360168 ; 0.151471 ; -0.156386 ;
0.074590 ; 0.296591 ; -0.123685 ; -0.179171 ;
0.173820 ; 0.237455 ; -0.106130 ; 0.190096 ;
0.400409 ; 0.719966 ; -0.201384 ; 0.082732 ;
0.381635 ; 0.162885 ; -0.202965 ; -0.078773 ;
0.008749 ; 0.872153 ; -0.120416 ; 0.181384 ;
0.288508 ; 0.258593 ; 0.020750 ; 0.216724 ;
0.764471 ; 0.310268 ; 0.060284 ; 0.209203 ;
0.202932 ; 0.829380 ; -0.122196 ; -0.180189 ;
0.059841 ; 0.486222 ; -0.180015 ; 0.122452 ;
0.216456 ; 0.193812 ; -0.184467 ; -0.115637 ;
0.360002 ; 0.876653 ; 0.185038 ; 0.114720 ;
0.677950 ; 0.114328 ; -0.031607 ; 0.215409 ;
0.432010 ; 0.734426 ; 0.131326 ; -0.173648 ;
0.963088 ; 0.865101 ; 0.071128 ; -0.205769 ;
0.842504 ; 0.472049 ; 0.008352 ; -0.217555 ;
0.572022 ; 0.933700 ; -0.138023 ; 0.168373 ;
0.213113 ; 0.660958 ; -0.207736 ; -0.065161 ;
0.295995 ; 0.320497 ; -0.024391 ; -0.216345 ;
0.278393 ; 0.660958 ; 0.006146 ; -0.217629 ;
0.937636 ; 0.497703 ; -0.157504 ; -0.150308 ;
0.104963 ; 0.878358 ; 0.081958 ; -0.201700 ;
0.036980 ; 0.961992 ; -0.002970 ; -0.217695 ;
0.482522 ; 0.640164 ; -0.174899 ; -0.129654 ;
0.207883 ; 0.433770 ; 0.085825 ; -0.200085 ;
0.756604 ; 0.699560 ; 0.062424 ; -0.208574 ;
0.460505 ; 0.670177 ; -0.021681 ; -0.216633 ;
0.397072 ; 0.367366 ; -0.138807 ; 0.167728 ;
0.873883 ; 0.909224 ; 0.061135 ; 0.208956 ;
0.351864 ; 0.259467 ; -0.101306 ; 0.192710 ;
0.421880 ; 0.929380 ; -0.155072 ; -0.152815 ;
0.412102 ; 0.682465 ; -0.209968 ; -0.057562 ;
0.175336 ; 0.753059 ; 0.109319 ; -0.188280 ;
0.107350 ; 0.636821 ; -0.175258 ; 0.129169 ;
0.691043 ; 0.952930 ; -0.123073 ; 0.179591 ;
0.417838 ; 0.439163 ; 0.145345 ; -0.162095 ;
0.243131 ; 0.592804 ; 0.253842 ; -0.097177 ;
0.458473 ; 0.987070 ; -0.019900 ; 0.216804 ;
0.190995 ; 0.804088 ; 0.110316 ; -0.187697 ;
0.266316 ; 0.623881 ; -0.021494 ; -0.216652 ;
0.481590 ; 0.966747 ; -0.058490 ; -0.209711 ;
0.835274 ; 0.659302 ; -0.188826 ; -0.108374 ;
0.423119 ; 0.530934 ; 0.173730 ; -0.131217 ;
0.250208 ; 0.484030 ; 0.178740 ; 0.124307 ;
0.472735 ; 0.457074 ; -0.187178 ; 0.111195 ;
0.838980 ; 0.329835 ; 0.085174 ; 0.200363 ;
0.481021 ; 0.279995 ; -0.004007 ; -0.217679 ;
0.060501 ; 0.647789 ; -0.173650 ; -0.131323 ;
0.257347 ; 0.807641 ; 0.040471 ; -0.213921 ;
0.034607 ; 0.116191 ; 0.114103 ; 0.185420 ;
0.248579 ; 0.428786 ; 0.078317 ; -0.203141 ;
0.016645 ; 0.259554 ; -0.051673 ; 0.211494 ;
0.050110 ; 0.059421 ; -0.173411 ; -0.131638 ;
0.882872 ; 0.711704 ; 0.204227 ; 0.075440 ;
0.017842 ; 0.706739 ; -0.160672 ; -0.317776 ;
0.024243 ; 0.092175 ; -0.128415 ; 0.175811 ;
0.933323 ; 0.664620 ; 0.007023 ; -0.217602 ;
0.788425 ; 0.507037 ; 0.186341 ; 0.112593 ;
0.216272 ; 0.324020 ; 0.120230 ; -0.181507 ;
0.052556 ; 0.682290 ; 0.107765 ; 0.189174 ;
0.482590 ; 0.619083 ; -0.159963 ; -0.147689 ;
0.441622 ; 0.714030 ; 0.123472 ; 0.179317 ;
0.363633 ; 0.092549 ; -0.138196 ; 0.168232 ;
0.692320 ; 0.448733 ; 0.012697 ; -0.217345 ;
0.822147 ; 0.584079 ; -0.108974 ; 0.188480 ;
0.789956 ; 0.491767 ; 0.147498 ; 0.160139 ;
0.302319 ; 0.552280 ; -0.090931 ; -0.150291 ;
0.149735 ; 0.824809 ; -0.199669 ; 0.086788 ;
0.115102 ; 0.008596 ; 0.127538 ; -0.176448 ;
0.047671 ; 0.072311 ; -0.139538 ; 0.167120 ;
0.829329 ; 0.096489 ; 0.057334 ; 0.210030 ;
0.174680 ; 0.371793 ; -0.240830 ; -0.022925 ;
0.228708 ; 0.264693 ; 0.191377 ; 0.103802 ;
0.790901 ; 0.884659 ; -0.086941 ; 0.199603 ;
0.328841 ; 0.099659 ; 0.189504 ; 0.107184 ;
0.316866 ; 0.915672 ; 0.142382 ; -0.164704 ;
0.126093 ; 0.757662 ; 0.106210 ; -0.190051 ;
0.702240 ; 0.678700 ; 0.099512 ; -0.193642 ;
0.805462 ; 0.037292 ; -0.131538 ; -0.173487 ;
0.373055 ; 0.665693 ; 0.026757 ; -0.216065 ;
0.140812 ; 0.065028 ; 0.114276 ; -0.185313 ;
0.932536 ; 0.655342 ; 0.065254 ; -0.207706 ;
0.877703 ; 0.615525 ; 0.037627 ; -0.214439 ;
0.016339 ; 0.341011 ; -0.131073 ; -0.173839 ;
0.032483 ; 0.051943 ; 0.077639 ; -0.203401 ;
0.400118 ; 0.585600 ; 0.014478 ; 0.217233 ;
0.795357 ; 0.893287 ; -0.127658 ; 0.176362 ;
0.010797 ; 0.294921 ; -0.017601 ; -0.217003 ;
0.207771 ; 0.001408 ; 0.185836 ; 0.113424 ;
0.387545 ; 0.934794 ; 0.111379 ; 0.187069 ;
0.122801 ; 0.405072 ; 0.100044 ; 0.193368 ;
0.428851 ; 0.642525 ; 0.123552 ; 0.179262 ;
0.872091 ; 0.733574 ; -0.078397 ; -0.203111 ;
0.206239 ; 0.993623 ; -0.118542 ; -0.182614 ;
0.053545 ; 0.291947 ; -0.211138 ; 0.053113 ;
0.372176 ; 0.379364 ; 0.199337 ; 0.087548 ;
0.073584 ; 0.740315 ; 0.074915 ; -0.204420 ;
0.149750 ; 0.002086 ; -0.210008 ; -0.057417 ;
0.202488 ; 0.422992 ; 0.103406 ; -0.191591 ;
